baslik,sarki_sozu
Ah Ümmetim Diye Ağlar Muhammed,"Bir gün gelir mahşer yeri kurulur
zerre_i miskalden hesap sorulur
çoğu insanlara zincir vurulur
ah ümmetim diye ağlar MUHAMMED
 
Tüm insanlar bir araya toplanır
herkesin kalbine hüzün kaplanır
rasulün gönlüne hançer saplanır
ah ümmetim diye ağlar MUHAMMED
 
Üstümüzde zebaniler uçarken
cehennem bizlere ateş saçarken
anaları evledından kaçarken
ah ümmetim diye ağlar MUHAMMED
 
Güneşten kavrulup orda pişerken
gülmek unutulup gözler şişerken
insanlar sırattan kayıp düşerken
ah ümmetim diye ağlar MUHAMMED (s.a.v)"
Sevemedim Dünya Seni,"Dert üstüne dert ekledin
Sevemedim dünya seni
Emek verdim zehir eyledin
Sevemedim dünya seni
Emek verdim zehir eyledin
Sevemedim dünya seni
 
Dünya, Dünya ah dünya
Sevemedim Dünya seni
 
Yak bakim sevenleri
Uğruna can verenleri
Hep ağlattın garipleri
Sevemedim Dünya seni
Hep ağlattın garipleri
Sevemedim Dünya seni
Sevemedim Dünya seni
 
Aklımı çeldin işlerine
Beni taktın dişlerine
Aklım ermez hallerine
Sevemedim Dünya seni
 
Dünya, Dünya ah dünya
Sevemedim Dünya seni
 
Yak bakim sevenleri
Uğruna can verenleri
Hep ağlattın garipleri
Sevemedim Dünya seni
Hep ağlattın garipleri
Sevemedim Dünya seni
Sevemedim Dünya seni
 
İmtihansın Müslümana
Şaşarım anlamayana
Gönül vermişsin Şeytana
Sevemedim Dünya seni
Gönül vermişsin Şeytana
Sevemedim Dünya seni
 
Dünya, Dünya ah dünya
Sevemedim Dünya seni
 
Yak bakim sevenleri
Uğruna can verenleri
Hep ağlattın garipleri
Sevemedim Dünya seni
Hep ağlattın garipleri
Sevemedim Dünya seni
Sevemedim Dünya seni
 
Ne hoştur seni sevmeyen
Yüzünü sana dönmeyen
Kanından zerre vermeyen
Sevemedim Dünya seni
Kanından zerre vermeyen
Sevemedim Dünya seni
 
Dünya, Dünya ah dünya
Sevemedim Dünya seni
 
Yak bakim sevenleri
Uğruna can verenleri
Hep ağlattın garipleri
Sevemedim Dünya seni
Hep ağlattın garipleri
Sevemedim Dünya seni
Sevemedim Dünya seni
 
Mevlam bir gün yok edecek
Seni de bir gün ezecek
Herkes ettiğini bulacak
Sevemedim Dünya seni
Herkes ettiğini bulacak
Sevemedim Dünya seni
 
Dünya, Dünya ah dünya
Sevemedim Dünya seni
 
Yak bakim sevenleri
Uğruna can verenleri
Hep ağlattın garipleri
Sevemedim Dünya seni
Hep ağlattın garipleri
Sevemedim Dünya seni
Sevemedim Dünya seni
 
Dünya, Dünya ah dünya
Sevemedim Dünya seni"
Mekke Tüter Gözlerimde,"Hacılar yol almış gider
Benim yüreğimde keder
Ya Rabbi beni de gönder
Mekke tüter gözlerimde
Ya Rabbi beni de gönder
Mekke tüter gözlerimde
 
Hele bakın şu Kabe’ye
Mekan olmuş sahabeye
Beytullah’ın hasretiyle
Gönül dönmüş harabeye
Beytullah’ın hasretiyle
Gönül dönmüş harabeye
 
Yaram kanar durmaz oldu
İçim acılarla doldu
Gönlüm aşkına vuruldu
Mekke tüter gözlerimde
Gönlüm aşkına vuruldu
Mekke tüter gözlerimde
 
Hele bakın şu Kabe’ye
Mekan olmuş sahabeye
Beytullah’ın hasretiyle
Gönül dönmüş harabeye
Beytullah’ın hasretiyle
Gönül dönmüş harabeye
 
Hacı çıkar Arafata
Kalpte hüzün kata kata
Gönül ermedi murada
Mekke tüter gözlerimde
Gönül ermedi murada
Mekke tüter gözlerimde
 
Hele bakın şu Kabe’ye
Mekan olmuş sahabeye
Beytullah’ın hasretiyle
Gönül dönmüş harabeye
Beytullah’ın hasretiyle
Gönül dönmüş harabeye
 
Gidip Mekke’yi göreydim
Beytullah’a yüz süreydim
Beyaz ihrama gireydim
Mekke tüter gözlerimde
Beyaz ihrama gireydim
Mekke tüter gözlerimde
 
Hele bakın şu Kabe’ye
Mekan olmuş sahabeye
Beytullah’ın hasretiyle
Gönül dönmüş harabeye
Beytullah’ın hasretiyle
Gönül dönmüş harabeye"
Kırılsın Zincirlerin Ey Ayasofya,"Gün gelecek açacak gonca güllerin
O günleri bekler hep müminlerin
Gün gelecek açacak gonca güllerin
O günleri bekler hep müminlerin
 
Yükselsin minareden tekbir seslerin
Kırılsın zincirlerin ey Ayasofya
Kırılsın zincirlerin ey Ayasofya
Yükselsin minareden tekbir seslerin
Kırılsın zincirlerin ey Ayasofya
Kırılsın zincirlerin ey Ayasofya
 
Mihrabın minberin şen olsun artık
Her vakit müminlere yol olsun artık
Mihrabın minberin şen olsun artık
Her vakit müminlere yol olsun artık
 
Bir bayram namazı kılınsın artık
Kırılsın zincirlerin ey Ayasofya
Kırılsın zincirlerin ey Ayasofya
Bir bayram namazı kılınsın artık
Kırılsın zincirlerin ey Ayasofya
Kırılsın zincirlerin ey Ayasofya
 
Kırılsın zincirler hep tekbirlerle
Sevinsin Fatihler elde güllerle
Kırılsın zincirler hep tekbirlerle
Sevinsin Fatihler elde güllerle
 
Mübarek bir Cuma günü seherle
Kırılsın zincirlerin ey Ayasofya
Kırılsın zincirlerin ey Ayasofya
Mübarek bir Cuma günü seherle
Kırılsın zincirlerin ey Ayasofya
Kırılsın zincirlerin ey Ayasofya
 
Melekler semada bayram etsinler
Müminler beraber lebbeyk desinler
Melekler semada bayram etsinler
Müminler beraber lebbeyk desinler
 
Tüm Müslümanlar sana gelsinler
Kırılsın zincirlerin ey Ayasofya
Kırılsın zincirlerin ey Ayasofya
Tüm Müslümanlar sana gelsinler
Kırılsın zincirlerin ey Ayasofya
Kırılsın zincirlerin ey Ayasofya
Kırılsın zincirlerin ey Ayasofya
Kırılsın zincirlerin ey Ayasofya"
Ben Mevlama Kul Olamadım,"Kurtulamadım kurtulamadım
Şu azgın nefsimden kurtulamadım
Beni isyankar günahkar etti
Ben Mevlama kul olamadım
 
Olamadım olamadım
Ben Mevlama kul olamadım
Doğru yoldan gitmek varken
Ben bu yoldan gidemedim
 
Dünyayı bana güzel gösterdi
Haramı helal deyip yedirdi
Ömrümü boş yerlerde geçirdi
Ben Mevlama kul olamadım
 
Olamadım olamadım
Ben Mevlama kul olamadım
Doğru yoldan gitmek varken
Ben bu yoldan gidemedim
 
Bugün dedim yarın dedim
Nasılsa tövbe ederim
Bak işte geldi geçti ömrüm
Ben Mevlama kul olamadım
 
Olamadım olamadım
Ben Mevlama kul olamadım
Doğru yoldan gitmek varken
Ben bu yoldan gidemedim"
Neyleyim Dünyayı Bana Allah'ım Gerek,"Neyleyim dünyayı
Bana Allah'ım gerek.
Gerekmez mâsivayı
Bana Allah'ım gerek.
 
Ehl-i dünya, dünyada
Ehl-i ukbâ, ukbâda
Her biri bir sevdada
Bana Allah'ım gerek.
 
Dertli, dermanın ister
Kullar, sultanın ister
Aşık, cananın ister
Bana Allah'ım gerek.
 
Fani devlet gerekmez
Dürr ü ziynet gerekmez
Haksız cennet gerekmez
Bana Allah'ım gerek.
 
Bülbül güle karşı zar
Pervaneyi yakmış nar
Her kulun bir derdi var
Bana Allah'ım gerek.
 
Beyhûde hevayı ko
Hakkı bul, gör yahu
Hüdâi'nin sözü bu
Bana Allah'ım gerek."
Uçun Kuşlar Medine'ye,"Uçun kuşlar Medine'ye
Ya Muhammed diye diye
Selam götürün hediye
Ya Muhammed diye diye.
 
Yürü gönlüm güle güle
Dön orda Seyda bülbüle
Getir aşkını sev diye
Ya Muahammed diye diye.
 
Bulut geçer katar katar
İçlerinde gözyaşım var
Gidip Medine'ye yağar
Ya Muhammed diye diye.
 
Yürü gönlüm güle güle
Dön orda Seyda bülbüle
Getir aşkını sev diye
Ya Muahammed diye diye.
 
Kanadını açmış rüzgar
İçinde hasret ahım var
Varıp Medine'ye yağar
Ya Muhammed diye diye.
 
Yürü gönlüm güle güle
Dön orda Seyda bülbüle
Getir aşkını sev diye
Ya Muahammed diye diye.
 
Gönlüm Medine'ye gider
Gözüm buradan seyreder
Hamdi mumu erir biter
Ya Muhammed diye diye.
 
Yürü gönlüm güle güle
Dön orda Seyda bülbüle
Getir aşkını sev diye
Ya Muahammed diye diye."
Medet Mevlam Diye Diye,"Deli gönlüm gezer şimdi,
Medet Mevlam diye diye,
Bülbül bağda öter şimdi,
Medet Mevlam diye diye.
 
Dağlar kadar günahım var,
Beni gören Mecnun sanar,
İnan ki yüreğim kanar,
Medet Mevlam diye diye.
 
Medet Mevlam, medet Mevlam,
Rahmeti bol Ulu Yezdan,
Döndüm cümle günahlardan,
Medet Mevlam diye diye.
 
Medet, Medet, Medet, Medet.
 
Çaresizim yanıyorum,
Derde derman arıyorum,
Alev alev yanıyorum,
Medet Mevlam diye diye.
 
Hakk""a doğru giderim ben,
Yunus""tan da beterim ben,
Duman duman tüterim ben,
Medet Mevlam diye diye.
 
Medet Mevlam, medet Mevlam,
Rahmeti bol Ulu Yezdan,
Döndüm cümle günahlardan,
Medet Mevlam diye diye.
 
Medet, Medet, Medet, Medet."
Sultanımın Camiye Girişi Var Ya,"Sultanımın camiye girişi var ya
Niyet edip namaza duruşu var ya
Rahmanın selamını verişi var ya
Gel kardeşim sende gel (sende oraya)
 
 
Markaba edeple girişi var ya
Yüzüne nur saçmış çıkışı var ya
Gülleri içine çekişi var ya
Gel kardeşim sende gel (sende oraya)
 
Gel gel gel seydaya
Gel gel gel sultana
 
Sultanımın sofiye bakışı var ya
Nurunun kalplere akışı var ya
Nazar edip sofiyi yakışı var ya
Gel kardeşim sende gel (sende oraya)
Heybetli heybetli gidişi var ya
Seher vakti kuşların ötüşü var ya
Rabıtaya oturup dalışı var ya
Gel kardeşim sende gel (sende oraya)
 
Gel gel gel seydaya
Gel gel gel sultana"
Medine'nin Yollarında,"Medine yoluna vardım
Can Muhammedi aradım
Medine yoluna vardım
Can Muhammedi aradım
 
Onu görmektir muradım
Medinenin yollarında
Onu görmektir muradım
Medinenin yollarında
 
Yollarında yollarında
Medinenin yollarında
Güller acmış ravzasında
Gönlüm onun sevdasında
 
Yollarında yollarında
Medinenin yollarında
Güller acmış ravzasında
Gönlüm onun sevdasında
 
Bu yol Medineye gider
Gönülleri bir hoş eder
Bu yol Medineye gider
Gönülleri bir hoş eder
 
Ne dert kalır ne de keder
Medinenin yollarında
Ne dert kalır ne de keder
Medinenin yollarında
 
Yollarında yollarında
Medinenin yollarında
Güller acmış ravzasında
Gönlüm onun sevdasında
 
Yollarında yollarında
Medinenin yollarında
Güller acmış ravzasında
Gönlüm onun sevdasında
 
Gelir Resulun kokusu
Kaybolur ölüm korkusu
Gelir Resulun kokusu
Kaybolur ölüm korkusu
 
Gelmiyor gaflet uykusu
Medinenin yollarında
Gelmiyor gaflet uykusu
Medinenin yollarında
 
Şimdi yemyeşil kubbe göründü
Hacılar hacılar nura büründe
İçimdeki hasret dindi
Medinenin yollarında
Ol Resulun yollarında
Medinenin yollarında
 
Yollarında yollarında
Medinenin yollarında
Güller acmış ravzasında
Gönlüm onun sevdasında"
Hulusi Bir Kalp İle,"Gönlünü aç Mevlaya
Yalvar kardeşim yalvar
Affeyle ya Rab
Rahmeyle ya Rab
Affeyle ya Rab
Rahmeyle ya Rab
 
Hulusi bir kalp ile
Yalvar kalp gelsin dile
Hulusi bir kalp ile
Yalvar kalp gelsin dile
Mevlanın rahmeti çok
Evliyalar vesile
Mevlanın rahmeti çok
Evliyalar vesile
 
Çok meyletme dünyaya
Bağlanma masivaya
Çok meyletme dünyaya
Bağlanma masivaya
Gönlünü aç Mevlaya
Yalvar kardeşim yalvar
Gönlünü aç Mevlaya
Yalvar kardeşim yalvar
 
Hulusi bir kalp ile
Yalvar kalp gelsin dile
Hulusi bir kalp ile
Yalvar kalp gelsin dile
Mevlanın rahmeti çok
Evliyalar vesile
Mevlanın rahmeti çok
Evliyalar vesile
 
Bul bir sadık evliya
Sev onu doya doya
Bul bir sadık evliya
Sev onu doya doya
Canu dilden Hüdaya
Yalvar kardeşim yalvar
Canu dilden Hüdaya
Yalvar kardeşim yalvar
 
Hulusi bir kalp ile
Yalvar kalp gelsin dile
Hulusi bir kalp ile
Yalvar kalp gelsin dile
Mevlanın rahmeti çok
Evliyalar vesile
Mevlanın rahmeti çok
Evliyalar vesile
 
Git gönül tabibine
Dal deryanın dibine
Git gönül tabibine
Dal deryanın dibine
El aç yüce Rabbine
Yalvar kardeşim yalvar
El aç yüce Rabbine
Yalvar kardeşim yalvar
 
Hulusi bir kalp ile
Yalvar kalp gelsin dile
Hulusi bir kalp ile
Yalvar kalp gelsin dile
Mevlanın rahmeti çok
Evliyalar vesile
Mevlanın rahmeti çok
Evliyalar vesile
 
Girelim bu ummana
Aldırmadan zamana
Girelim bu ummana
Aldırmadan zamana
Candan yüce Rahmana
Candan yüce Mevlaya
Yalvar kardeşim yalvar
 
Hulusi bir kalp ile
Yalvar kalp gelsin dile
Hulusi bir kalp ile
Yalvar kalp gelsin dile
Mevlanın rahmeti çok
Evliyalar vesile
Mevlanın rahmeti çok
Evliyalar vesile
 
Gel katıl zikrullaha
Gönüller kalksın şaha
Gel katıl zikrullaha
Gönüller kalksın şaha
Rahmeti çok Allah’a
Yalvar kardeşim yalvar
Rahmeti çok Allah’a
Yalvar kardeşim yalvar
 
Hulusi bir kalp ile
Yalvar kalp gelsin dile
Hulusi bir kalp ile
Yalvar kalp gelsin dile
Mevlanın rahmeti çok
Evliyalar vesile
Mevlanın rahmeti çok
Evliyalar vesile
 
Affeyle ya Rab
Rahmeyle ya Rab
Affeyle ya Rab
Rahmeyle ya Rab
Affeyle ya Rab
Rahmeyle ya Rab
Affeyle ya Rab
Rahmeyle ya Rab"
Dergaha Geldim,"Kervanın gam çeker bin tığlık atar
Ehli hak yolunda bir raha geldim
Kervanından gam çeker bin tığlık atar
Ehli hak yolunda bir raha geldim
 
Derde derman ise mürşidim yeter
Bu nefsi hayr ile ıslaha geldim ıslaha geldim
Derde derman ise mürşidim yeter
Bu nefsi hayr ile ıslaha geldim ıslaha geldim
 
Şu gönlüm daraldı eyledir yardım
Sefilem sel aldı deryana daldır
Kebahir günahta kemale erdim
Emmare yolunda ikraha geldim ikraha geldim
Kebahir günahta kemale erdim
Emmare yolunda ikraha geldim ikraha geldim
 
Bülbül bir kuş iken gülü terk etmez
Allah kapısından kulu merk etmez
Bülbül bir kuş iken gülü terk etmez
Allah kapısından kulu merk etmez
Zerre günahıma kudretim yetmez
Affu berat için bir şaha geldim bir şaha geldim
Zerre günahıma kudretim yetmez
Affu berat için bir şaha geldim bir şaha geldim
 
Şu gönlüm daraldı eyledir yardım
Sefilem sel aldı deryana daldır
Kebahir günahta kemale erdim
Emmare yolunda ikraha geldim ikraha geldim
Kebahir günahta kemale erdim
Emmare yolunda ikraha geldim ikraha geldim
 
Masiva defterim sensiz silinmez
Emirsiz abdine ihsan olunmaz
Masiva defterim sensiz silinmez
Emirsiz abdine ihsan olunmaz
Kapından başka bir kapı bulunmaz
Yüz yere vurmaya dergaha geldim dergaha geldim
Kapından başka bir kapı bulunmaz
Yüz yere vurmaya dergaha geldim dergaha geldim
 
Şu gönlüm daraldı eyledir yardım
Sefilem sel aldı deryana daldır
Kebahir günahta kemale erdim
Emmare yolunda ikraha geldim ikraha geldim
Kebahir günahta kemale erdim
Emmare yolunda ikraha geldim ikraha geldim
 
Yokluktan var oldum her varım sensin
Ağlarım dert ile efkarım sensin
Yokluktan var oldum her varım sensin
Ağlarım dert ile efkarım sensin
Ezeli ervahta ikrarım sensin
Ikrarı imana bir daha geldim bir daha geldim
Ezeli ervahta ikrarım sensin
Ikrarı imana bir daha geldim bir daha geldim
 
Şu gönlüm daraldı eyledir yardım
Sefilem sel aldı deryana daldır
Kebahir günahta kemale erdim
Emmare yolunda ikraha geldim ikraha geldim
Kebahir günahta kemale erdim
Emmare yolunda ikraha geldim ikraha geldim"
Hak Yoluna Sevdalıyız,"Adımız var dilden dile
Biz konarız gülden güle
Canu dilden bir Aşk ile
Hak yoluna sevdalıyız
 
Adımız var dilden dile
Biz konarız gülden güle
Canu dilden bir Aşk ile
Hak yoluna sevdalıyız
Canu dilden bir Aşk ile
Hak yoluna sevdalıyız
 
Hakka dönüktür yüzümüz
Resuldür Peygamberimiz
Sevdalıyız izindeyiz
Hak yoluna sevdalıyız
Sevdalıyız izindeyiz
Hak yoluna sevdalıyız
 
Adımız var dilden dile
Biz konarız gülden güle
Canu dilden bir Aşk ile
Hak yoluna sevdalıyız
 
Adımız var dilden dile
Biz konarız gülden güle
Canu dilden bir Aşk ile
Hak yoluna sevdalıyız
Canu dilden bir Aşk ile
Hak yoluna sevdalıyız
 
Bizdeki aşk yürektendir
Muhabbetler sevgidendir
Sevdamız var gönüldendir
Hak yoluna sevdalıyız
Sevdamız var gönüldendir
Hak yoluna sevdalıyız
 
Adımız var dilden dile
Biz konarız gülden güle
Canu dilden bir Aşk ile
Hak yoluna sevdalıyız
 
Adımız var dilden dile
Biz konarız gülden güle
Canu dilden bir Aşk ile
Hak yoluna sevdalıyız
Canu dilden bir Aşk ile
Hak yoluna sevdalıyız
 
Yüce Allahın kuluyuz
Hakkın yolunu bulmuşuz
Resule hayran olmuşuz
Hak yoluna sevdalıyız
Resule hayran olmuşuz
Hak yoluna sevdalıyız
 
Adımız var dilden dile
Biz konarız gülden güle
Canu dilden bir Aşk ile
Hak yoluna sevdalıyız
 
Adımız var dilden dile
Biz konarız gülden güle
Canu dilden bir Aşk ile
Hak yoluna sevdalıyız
Canu dilden bir Aşk ile
Hak yoluna sevdalıyız
 
Adımız var dilden dile
Biz konarız gülden güle
Canu dilden bir Aşk ile
Hak yoluna sevdalıyız
 
Adımız var dilden dile
Biz konarız gülden güle
Canu dilden bir Aşk ile
Hak yoluna sevdalıyız
Canu dilden bir Aşk ile
Hak yoluna sevdalıyız"
Tövbe Allahım Tövbe,"Benim yüreğim yara
Ağlarım yüzüm kara
Gitsem hangi diyara
Sen affeyle Allahım
Gitsem hangi diyara
Sen affeyle Allahım
 
Tövbe Allahım tövbe
Bütün günahlarıma
Ben şimdi çok pişmanım
Geldim senin affına
Ben şimdi çok pişmanım
Geldim senin affına
 
Biçareyim yanarım
Her an seni anarım
Dağılmıyor efkarım
Sen affeyle Allahım
Dağılmıyor efkarım
Sen affeyle Allahım
 
Tövbe Allahım tövbe
Bütün günahlarıma
Ben şimdi çok pişmanım
Geldim senin affına
Ben şimdi çok pişmanım
Geldim senin affına
 
Ben kulum sen Mevlasın
Cümle derde devasın
Gönül sana susasın
Sen affeyle Allahım
Gönül sana susasın
Sen affeyle Allahım
 
Tövbe Allahım tövbe
Bütün günahlarıma
Ben şimdi çok pişmanım
Geldim senin affına
Ben şimdi çok pişmanım
Geldim senin affına
 
Rahmetin çoktur Ya Rab
Çektiklerim ızdırap
Bu gönül yine harap
Sen affeyle Allahım
Bu gönül yine harap
Sen affeyle Allahım
 
Tövbe Allahım tövbe
Bütün günahlarıma
Ben şimdi çok pişmanım
Geldim senin affına
Ben şimdi çok pişmanım
Geldim senin affına
 
Tövbe Allahım tövbe
Bütün günahlarıma
Ben şimdi çok pişmanım
Geldim senin affına
Ben şimdi çok pişmanım
Geldim senin affına"
Ya Muhammed,"Kadir Mevlam gel eyledi,
Kadir Mevlam gel eyledi,
Geliyorum ya Muhammed
Ya Muhammed
 
Aşkın bizi kül eyledi,
Geliyorum ya Muhammed
Aşkın bizi kül eyledi,
Geliyorum ya Muhammed
 
Hakkı söyler kelam ile,
Hakkı söyler kelam ile,
Ay yıldızlı alem ile,
Alem ile,
 
Kucak dolu selam ile,
Geliyorum ya Muhammed
Kucak dolu selam ile,
Geliyorum ya Muhammed
 
Burda koydum dünya malım,
Burda koydum dünya malım,
Mevlam bağışlasın kulun
Garip kulun
 
Başım açık ayak yalın
Geliyorum ya Muhammed
Başım açık ayak yalın
Geliyorum ya Muhammed
 
Bu dünyaya geldim boşa
Bu dünyaya geldim boşa
Ben yoruldum koşa koşa
Ben yoruldum koşa koşa
 
Yandı vücut baştan başa
Geliyorum ya Muhammed
Yandı vücut baştan başa
Geliyorum ya Muhammed
 
Doğan ayım yaşanmıştır
Doğan ayım yaşanmıştır
İki gözüm kanlı yaştır
İki gözüm kanlı yaştır
 
Bir canım var elim boştur
Geliyorum ya Muhammed
Bir canım var elim boştur
Geliyorum ya Muhammed
 
Bir canım var elim boştur
Geliyorum ya Muhammed
Geliyorum ya Muhammed"
Medine’nin Ufukları Sarardı,"Medine’nin ufukları sarardı.
Gündüzün ortasında gün karardı.
Ashabın gözleri seni aradı.
Sen gidince ıssız kaldı Medine.
 
Güneş gülmez oldu artık yüzlere.
Karanlık çöktü bütün gönüllere.
Medine özlem çeker o günlere.
Sen gidince öksüz kaldı Medine.
 
Sıddık yokluğuna dayanamadı.
Bu ayrılık ciğerimi dağladı.
Bilal sustu ezan okuyamadı.
Sen gidince sessiz kaldı Medine.
 
Güneş gülmez oldu artık yüzlere.
Karanlık çöktü bütün gönüllere.
Medine özlem çeker o günlere.
Sen gidince öksüz kaldı Medine.
 
Ömer’i kıyamda iken vurdular.
Osman’a nushaf başında kıydılar.
Ali’ye zalimce pusu kurdular.
Sen gidince garip kaldı Medine.
 
Güneş gülmez oldu artık yüzlere.
Karanlık çöktü bütün gönüllere.
Medine özlem çeker o günlere.
Sen gidince öksüz kaldı Medine."
Yan Semaver Dön Semaver,"Semaveri kurdum düze
Şeyhim himmet etsin bize
Ehli tarik cümlemize
Hüner senin ay semaver.
 
Yan semaver dön semaver
Sende bir hal var semaver
Yan semaver dön semaver
Sende bir hal var semaver
 
Semaverin kulpu iki
Kaynadıkça çeker zikri
İçek çayı edek şükrü
Hüner senin ay semaver.
 
Yan semaver dön semaver
Sende bir hal var semaver
Yan semaver dön semaver
Sende bir hal var semaver
 
Semaverin suyu aldan
Getir sağdangötür soldan
Derviş çıkmaz çay almadan
Hüner senin ay semaver.
 
Yan semaver dön semaver
Sende bir hal var semaver
Yan semaver dön semaver
Sende bir hal var semaver
 
Semaverin suyu inler
Anlar mısın neler söyler
Daima hakkı zikreyler
Hüner senin ay semaver.
 
Yan semaver dön semaver
Sende bir hal var semaver
Yan semaver dön semaver
Sende bir hal var semaver
 
Semaverin musluğu var
Çoban gibi ıslığı var
Dervişlere dostluğu var
Hüner senin ay semaver.
 
Yan semaver dön semaver
Sende bir hal var semaver
Yan semaver dön semaver
Sende bir hal var semaver"
Kim Bizleri Var Eden,"Kim bizleri var eden
Kim bizlere yön veren
Allah Allah
 
Kim bizleri var eden
Kim bizlere yön veren
Allah Allah
 
Kullarına rahmeden
Gönüllere aşk veren
Kullarına rahmeden
Gönüllere aşk veren
Gönüllere aşk veren
Allah Allah
Allah Allah
 
Azze ve celle Allah
Celle şanuhu Allahu
Azze ve celle Allah
Celle şanuhu Allahu
La ilahe illallah
Nur Muhammed sallallah
La ilahe illallah
Nur Muhammed sallallah
Nur Muhammed sallallah
 
Kim güzeli nakşeden
Allah Allah
Kim toprağa can veren
Allah Allah
Kim güzeli nakşeden
Allah Allah
Kim toprağa can veren
Allah Allah
 
Ruhlara şifa veren
Dertlere derman veren
Ruhlara şifa veren
Dertlere derman veren
Dertlere derman veren
Allah Allah
Allah Allah
 
Azze ve celle Allah
Celle şanuhu Allahu
Azze ve celle Allah
Celle şanuhu Allahu
La ilahe illallah
Nur Muhammed sallallah
La ilahe illallah
Nur Muhammed sallallah
Nur Muhammed sallallah
 
Kim alemlerin Rabbi
Allah Allah
Kim kalplerin Maliki
Allah Allah
Kim alemlerin Rabbi
Allah Allah
Kim kalplerin Maliki
Allah Allah
 
Sonsuz hikmet sahibi
Sensin elbet ya Rabbi
Sonsuz hikmet sahibi
Sensin elbet ya Rabbi
Sensin elbet ya Rabbi
Allah Allah
Allah Allah
 
Azze ve celle Allah
Celle şanuhu Allahu
Azze ve celle Allah
Celle şanuhu Allahu
La ilahe illallah
Nur Muhammed sallallah
La ilahe illallah
Nur Muhammed sallallah
Nur Muhammed sallallah
 
Azze ve celle Allah
Celle şanuhu Allahu
Azze ve celle Allah
Celle şanuhu Allahu
La ilahe illallah
Nur Muhammed sallallah
La ilahe illallah
Nur Muhammed sallallah
Nur Muhammed sallallah"
Allah Derler Bir Meclise Uğradım,"O meclisi gördüm ettim çok şükür
Ortaya kurmuşlar bir büyük zikir
Sağ yana oturmuş ol Ebubekir
Allah derler bir meclise uğradım
Sağ yana oturmuş ol Ebubekir
Allah derler bir meclise uğradım
 
O mecliste gördüm tatlı bir irfan
Ortaya kurmuşlar bir büyük erkân
Sol yana oturmuş Ömer-i Yezdan
Allah derler bir meclise uğradım
Sol yana oturmuş Ömer-i Yezdan
Allah derler bir meclise uğradım
 
Muhammed’in nuru çarpar parlıyor
Orada olanlar seyre dalıyor
Can Hüseyin orta yerde dönüyor
Allah derler bir meclise uğradım
Şah Hüseyin orta yerde dönüyor
Allah derler bir meclise uğradım
 
Osman-ı Zinnureyn Kur’an okuyor
Gözlerinden kanlı yaşlar akıyor
Ol Muhammed bu hallere bakıyor
Allah derler bir meclise uğradım
Ol Muhammed bu hallere bakıyor
Allah derler bir meclise uğradım
 
Ol meclise geldi hep sıdkı yarlar
Önünde Ali hep geldi pirler
Ya Muhammed bize şefaat derler
Allah derler bir meclise uğradım
Ya Muhammed bize şefaat derler
Allah derler bir meclise uğradım
Ya Muhammed bize şefaat derler
Allah derler bir meclise uğradım
Ya Muhammed bize şefaat derler
Allah derler bir meclise uğradım"
Birsin Allahım Birsin Teksin Allahım Teksin,"Birsin Allahım birsin
Teksin Allahım teksin
Cansıza can verensin
Birsin Allahım birsin
Cansıza can verensin
Birsin Allahım birsin
 
La ilahe illallah
La ilahe illallah
La ilahe illallah
Muhammed Rasulallah
 
La ilahe illallah
La ilahe illallah
La ilahe illallah
Muhammed Rasulallah
 
Allah Allah Allah
Allah Allah Allah
Allah Allah Allah
Allah Allah Allah
 
Allah Allah Allah
Allah Allah Allah
Allah Allah Allah
Allah Allah Allah
 
Tüm alemin Rahmanı
Rahman olan Allahım
Affeder bağışlarsın
Baki olan Allahım
Affeder bağışlarsın
Baki olan Allahım
 
La ilahe illallah
La ilahe illallah
La ilahe illallah
Muhammed Rasulallah
 
Allah Allah Allah
Allah Allah Allah
Allah Allah Allah
Allah Allah Allah
 
Allah Allah Allah
Allah Allah Allah
Allah Allah Allah
Allah Allah Allah"
